35247993	Recurrent ligneous conjunctivitis after cataract surgery in a 67-year-old male patient: a case report.	BACKGROUND: Ligneous conjunctivitis is a rare form of chronic pseudomembranous conjunctivitis which usually starts during infancy. We report on an unsual case of recurrent ligneous conjunctivitis after cataract surgery in a 67-year-old male patient. METHODS: The equipment used for the slit-lamp images was a Haag Streit slit lamp BX900 Sn 00,406 with 16 × magnifications. The used batch number of the camera was sn00406 and the software was from the company CCS Pawlowski Merge Eye. There were no filters used. The images were saved with a resolution of 300 DPI. Neither downstream nor averaging was used to enhance the resolution of the image in the case presentation section or the figure legend. The equipment used for the cross-sectional histologic images was a Zeiss Axioskop 40 microscope with an objective lens Zeiss A-Plan × 20/0.45 (Zoom 6.3 × TV 2/3″″C). The used camera was AxioCam MRc5 and the software was ZEN 3.2. The cross-sectional histologic images were saved with a resolution of 2584 × 1936 Pixels. Neither downstream nor averaging was used to enhance the resolution of the image in the case presentation section or the figure legend. CASE PRESENTATION: This is a rare case report of ligneous conjunctivitis in a 67-year-old male patient who presented a recurrent conjunctival granuloma after five excisions following cataract surgery in his left eye. We performed a tumor excision with free conjunctival autograft. The histology showed a fibrin crust including macrophages, granulocytes, lymphocytes, and reactively altered squamous cell nests. These findings were consistent with a ″pseudomembrane in conjunctivitis lignosa″. We administered a topical combination of plasminactivator, heparin, cortisone and cyclosporine. CONCLUSION: This treatment with the combination of plasminactivator, heparin, cortisone and cyclosporine has proven to be effective in preventing the recurrence of ligneous conjunctivitis.
35087984	Retinal detachment in UGH Syndrome after cataract surgery.	<b>Purpose:</b> To report a case of retinal detachment (RD) in a UGH Syndrome after cataract surgery and to emphasize special aspects of the management, along with factors that must be considered. <b>Methods:</b> We present the case of a 56-year-old man who underwent cataract surgery with a capsulorhexis leak, but the implantation of the lens in the sac did not hinder. 8 months after surgery, he presented several episodes of hypertensive uveitis that produced a progression in the excavation of the optic nerve head from 3/10 to 9/10 despite the treatment with ocular hypotensive drugs. He went to the emergency department due to sudden loss of vision during which a complete hemovitreous with a zone of transillumination and atrophy of the temporal sector of the iris were observed. Echo-B showed inferior retinal detachment. The apposition of the intraocular lens over the temporal region of the iris was observed in anterior segment OCT. Scleral band pars plana vitrectomy surgery was performed. <b>Results:</b> Currently, the VA RE was 6/10 with controlled IOP without the need for treatment, the excavation was 9/10 and it preserved an island of inferior paracentral vision in the perimetry. Vitrectomy favored the posterior displacement of the lens, avoiding friction of the iris, thus eliminating outbreaks of hypertensive uveitis. <b>Conclusions:</b> It is important to be aware of the mechanisms of uveitis-glaucoma-hyphema (UGH) syndrome. It is necessary to identify postoperative signs to make a diagnosis as soon as possible. It is time to consider that UGH syndrome can be caused by any type of pseudophakic lens.
35052432	A Novel <i>GEMIN4</i> Variant in a Consanguineous Family Leads to Neurodevelopmental Impairment with Severe Microcephaly, Spastic Quadriplegia, Epilepsy, and Cataracts.	Pathogenic variants in <i>GEMIN4</i> contribute to a hereditary disorder characterized by neurodevelopmental features, microcephaly, cataracts, and renal abnormalities (known as NEDMCR). To date, only two homoallelic variations have been linked to the disease. Moreover, clinical features associated with the variants have not been fully elucidated yet. Here, we identified a novel variant in <i>GEMIN4</i> (NM_015721:exon2:c.440A>G:p.His147Arg) in two siblings from a consanguineous Saudi family by using whole exome sequencing followed by Sanger sequence verification. We comprehensively investigated the patients' clinical features, including brain imaging and electroencephalogram findings, and compared their phenotypic characteristics with those of previously reported cases. In <i>silico</i> prediction and structural modeling support that the p.His147Arg variant is pathogenic.
35036658	Lens-induced uveitis in a patient with hypermature cataract.	<b>Objective:</b> Our paper aims to report an unusual case of phacogenic uveitis with secondary glaucoma occurring after spontaneous rupture of the lens capsule in a patient with hypermature age-related cataract, to describe its particularities and to review the classification of the lens-induced uveitis. <b>Methods:</b> We described the case of an 83-year-old male with a history of hypermature cataract, who presented to our clinic for right eye pain. Examination revealed circumciliary congestion, diffuse corneal edema, lens debris floating in the anterior chamber, pseudohypopyon and the opacification of the whole lens. An elevated intraocular pressure was also associated. We did not observe any history of previous intraocular surgery or trauma. <b>Results:</b> We diagnosed the case as a phacogenic uveitis with secondary glaucoma and we planned to remove the inflammation trigger, namely the lens and its fragments by the most adequate technique, in order to control the inflammation and the IOP spikes, to alleviate the pain and to improve the patient's visual function and the quality of life. <b>Conclusions:</b> Phacogenic uveitis may present a cloudy cornea and a turbid anterior chamber that mimics endophthalmitis. Careful examination, medical history and ancillary investigations are helpful in establishing an accurate diagnosis and the appropriate treatment can reduce or eliminate the inflammation completely, decrease the intraocular pressure, being able to allow, depending on the particularities of the case, the visual gain.
35036650	Surgical management of an adult patient with Cataract and bilateral Ectopia Lentis: a case report.	A 48-year-old female patient presented to the Ophthalmology Clinic with gradual loss of vision in both eyes over the last year. Upon slit lamp examination, cortical and nuclear opacities of the lens in BE and a 180-degree zonular dehiscence with moderate bilateral superotemporal dislocation of the lens were revealed. After a series of necessary investigations, the patient was admitted for surgery. This case report represents an addition to the diagnosis, challenges and the latest surgical techniques and instruments.
31391702	Simultaneous Penetrating Keratoplasty, Cataract Removal and Intraocular Lens Implantation in Tuzla, Bosnia and Herzegovina.	INTRODUCTION: It is known that simultaneous penetrating keratoplasty, cataract removal and intraocular lens implantation are always a big challenge to a surgeon, especially in developing countries such as Bosnia and Herzegovina. In these cases there is always a higher rate of different kind of intraoperative complications. Phacoemulsification after penetrating keratoplasty especially in older people may cause significant endothelial injury and also could affect long term graft survival. AIM: The aim of this report is to describe one of these challenging cases and the possible ways to manage them in developing countries. CASE REPORT: In this paper we report a case of a 46 year-old female patient, with a cataract on her right eye with a central corneal leukoma. She reported that when she was 6 years old, she had an eye injury with corn leaf. At the age of 10 year she reported that she had another injury of the same eye with a glass. She reported that she wasn't seeing quite good after that. Three years ago she had a transplantation of amniotic membrane due ulcer on the same eye. She reported also that even after this procedure she wasn't seeing quite good. Now she was admitted to hospital for a triple surgical procedure. At that moment patient has been ophthalmological examined (visual acuity testing, biomicroscopy, tonometry, ultrasound of both eyes with biometry and ophthalmoscopy). At the day of admission to the hospital on slit lamp we found central corneal leukoma, occlusion of pupil and complicated cataract. Before surgery her Uncorrected distance visual acuity (UDVA) on her left eye was light perception. A combined procedure of penetrating keratoplasty (PKP), open-sky cataract extraction, and intraocular lens (IOL) implantation was planned. Thirty days after surgery her visual acuity was 0,5 without correction. It is concluded that cataract surgery in patients after keratoplasty is more complicated. CONCLUSION: Therefore, these patients should be managed with utmost care and operated by an experienced surgeon.
31146719	How many challenges we may encounter in anterior megalophthalmos with white cataract: a case report.	BACKGROUND: Anterior megalophthalmos is a rare congenital disease which mainly features enlargement of the anterior segment. Cataract surgeries in anterior megalophthalmos can be challenging due to the anatomical anomalies while the studies upon the surgical design have been less integrated. CASE PRESENTATION: A 37-year-old woman presented with progressively blurred vision in the right eye after a transient fever 10 months ago. Her ocular history included hypermetropia with a spherical equivalent of + 4.00 OU. The review of systems showed bilateral varus deformity of distal interphalangeal joints on the little fingers. The patient denied family history of hereditary ocular diseases and her sister was born with uterus didelphys. On initial examinations, the corrected distance visual acuity was hand motion OD and 20/33 OS. Her intraocular pressure was 15 mmHg OD and 16 mmHg OS. Horizontal corneal diameter was 14 mm OD and 13.88 mm OS and axial length was 24.87 mm OD and 25 mm OS. Anterior segment photography showed bilateral iridal atrophy with deficiency in pupillary dilation and white cortically mature cataract in the right eye. Inspection by anterior segment optical coherence tomography indicated bilateral augmented anterior chambers with backward iridal concave on horizontal orientation. Ultrasound biomicroscopy showed partially peripheral anterior synechiae and pectinate ligaments at chamber angle in both eyes and opacified lens with the apparently elongated suspensory ligaments in the right eye. A deliberately selected 1-piece foldable intraocular lens (IOL) with frame haptics was implanted after phacoemulsification for good IOL stability. During the follow-up, the visual rehabilitation appeared relatively good and a lower degree of IOL dislocation comparing with existing reports was verified by OPD-Scan III aberrometry. CONCLUSIONS: We presented the challenges and the original findings from a case of congenital anterior megalophthalmos with white cataract who underwent phacoemulsification and IOL implantation. This is the first report describing the comparison of the different IOL power calculation formulas in anterior megalophthalmos. Compared to the SRK/T and the Holladay II formulas, the Haigis formula could be a more accurate choice for the IOL calculation in anterior megalophthalmos according to our case. Moreover, the deliberate selection of IOLs is essential for IOL stability in these patients.
30900600	Systemic toxicity of topical corticosteroids.	Corticosteroids are known to cause many ocular and systemic side effects when administered by oral or parenteral routes. Corticosteroid induced systemic toxicity secondary to topical steroid eye drops is rare. A 6-week-old, male infant was brought to our tertiary eye care center with bilateral congenital cataracts. The child underwent phacoaspiration with primary posterior capsulotomy without intraocular lens implantation in both eyes at an interval of 6 weeks. Child was initiated on topical betamethsone 0.1% eight times a day, tobramycin 0.3% six times a day, homatropine 2% twice a day, and carboxymethylcellulose 0.5% four times a day. Two and four weeks later he underwent surgical membranectomy in the right and left eye respectively followed by frequent use of topical steroids, initially given 1 hourly and then tapered weekly in the follow-up period. The patient showed increase in intraocular pressure and gain in body weight along with development of cushingoid habitus nearly 6 to 8 weeks after starting topical steroids. These side effects started weaning off following the reduction in dose of topical steroids, suggesting the role of the corticosteroid-related systemic side effects. This case highlights the serious systemic side effects secondary to increased frequency and duration of topical corticosteroid use in infancy. Hence, dosage of topical steroids should be adjusted in its therapeutic range to prevent their ocular and systemic side effects. Therefore, close monitoring is advocated for children using topical corticosteroids to prevent serious ocular and systemic side effects.
30890130	X-linked inheritances recessive of congenital nystagmus and autosomal dominant inheritances of congenital cataracts coexist in a Chinese family: a case report and literature review.	BACKGROUND: Congenital nystagmus (CN) and congenital cataracts are distinct eye diseases and are usually isolated. Cases with CN and congenital cataracts caused by different genes in one family have been rarely reported. CASE PRESENTATION: A 27-year-old man presented with CN and congenital cataracts and he underwent cataract extraction 2 weeks after birth. Three years later, he had posterior chamber intraocular lens implantation. The proband's mother was only afflicted by bilateral lens opacities. Lensectomy was performed in both eyes at age 15. The proband's daughter had bilateral central cataracts and no nystagmus. She had undergone cataract extraction when she was two months old. In this family, 8 affected individuals were affected by bilateral cataracts, and three of them presented with CN. The genetic analysis was performed using a specific Hereditary Ophthalmological Disease Gene Panel on proband and his parents (one of which was a patient). PCR and Sanger sequencing verified the presence of these variants in all members of the family. The novel mutation, c.498-3C > T, in FRMD7 explains why X-Linked recessive inheritance of CN was found in a subset of patients. A heterozygous mutation of the GJA8 gene (c.139G > C), was identified in all patients and thus explains the autosomal dominant pattern of inheritance of congenital cataracts within the family. CONCLUSIONS: This is the first time that FRMD7 and GJA8 gene mutations have been linked to the pathogenesis of a family with both CN and congenital cataracts. The phenomenon of two different genetic patterns coexisting in one family is rare.
30882657	Bilateral congenital macular coloboma and cataract: A case report.	RATIONALE: The case with congenital macular coloboma and cataract was rarely reported, and the pathogenic gene of the disease is still not clear. Moreover, it is difficult to improve the visual acuity of the eye with this disease. PATIENT CONCERNS: An 11-year-old boy presented low visual acuity and horizontal nystagmus in both eyes. Ophthalmologic examination showed the patient with bilateral congenital coloboma and cataract. The visual acuity of the patient improved slightly after cataract surgery. Heterozygous mutations of frizzled-4 (FZD4) and nucleotide-binding oligomerization domain-containing protein 2 (NOD2) were identified by next-generation sequencing in this case. DIAGNOSIS: Congenital macular coloboma and cataract of both eyes. INTERVENTIONS: We performed the standard phacoemulsification and intraocular lens implantation on both eyes of the patient for the treatment of congenital cataract, and then followed up the fundus lesions regularly. OUTCOMES: Cataract surgery may improve the visual acuity of the eyes with congenital macular coloboma and cataract at some degree, but the vision of this patient was still very poor postoperatively. Furthermore, the heterozygous mutations of FZD4 and NOD2 were found in this patient. LESSONS: Cataract surgery may improve the visual acuity of the eyes with congenital macular coloboma and cataract at some degree, and heterozygous mutations of FZD4 and NOD2 may be involved in the occurrence of congenital macular coloboma and cataract.
30606142	Rapid progression of cataract to mature stage after intravitreal dexamethasone implant injection: a case report.	BACKGROUND: This study aims to report a case of rapid progression of cataract to mature stage after intravitreal dexamethasone implantation for macular edema due to branch retinal vein occlusion. CASE PRESENTATION: A 59-year-old Korean male with complaints of sudden metamorphopsia and reduced visual acuity for three days in the left eye was referred to our clinic. Ophthalmological investigations included fundus photography, fluorescein angiography, and optical coherence tomography. In the left eye, branch retinal vein occlusion with macular edema was observed. We performed intravitreal dexamethasone implantation in the left eye three times within a period of one year. One week after the third intravitreal dexamethasone implantation, grade 1 posterior subcapsular opacity and raised intraocular pressure were observed in the left eye. Three weeks later, mature cataract was observed in the left eye. We performed cataract surgery along with intravitreal ranibizumab injection in the left eye. The procedure was uneventful, and the visual acuity improved postoperatively. CONCLUSIONS: Posterior subcapsular cataract developed due to intravitreal dexamethasone implantation can progress rapidly to mature stage. Therefore, short-term follow-up examinations may be necessary for early diagnosis and treatment of this complication.
30605941	Spontaneous Lens Absorption Initially Misdiagnosed as Crystalline Lens Luxation.	Spontaneous lens absorption (SLA) is a rare complication of hypermature cataract. However, this condition has been reported in several cases of hypermature cataracts that were caused by trauma, senility, uveitic disorders such as Fuchs’ uveitis syndrome (FUS), and infectious disorders including leptospirosis and rubella. We report a case of spontaneous absorption of a hypermature cataract secondary to FUS. To our knowledge, this is the first report of SLA that was followed by dislocation of the capsular remnants into the vitreous and resulted in a misdiagnosis as crystalline lens luxation.
30605939	Sectoral Ciliary Body Agenesis Complicated with Cataract Formation Diagnosed by Ultrasound Biomicroscopy.	We aimed to present a novel case of sectoral ciliary body agenesis and complicated cataract as an embryogenic defect of eye development diagnosed by ultrasound biomicroscopy. A 20-year-old male patient presented with a complaint of visual impairment in his left eye since childhood. Slit-lamp examination of the left eye revealed pigment precipitation and focal lens opacities extending from the temporal quadrant through the posterior lens capsule, blocking the central optical axis. On ultrasound biomicroscopy examination, there was a hyperechoic reflection belonging to the rudimentary ciliary body structures between 2-5 o’clock in the temporal quadrant. The zonules could not be visualized in the same location. At all other quadrants of the anterior chamber angle, the ciliary body and zonules were normal. This is a very rare case of sectoral ciliary body agenesis complicated by cataract. Ultrasound biomicroscopy may be useful for detecting rare congenital anomalies of the anterior segment, anterior chamber angle, and ciliary body.
30219777	Unilateral cataract associated with eyelid ash-leaf macule in tuberous sclerosis complex.	A 9-month-old male child with tuberous sclerosis complex presented with ash-leaf macules on the left periocular region and ipsilateral dense cataract. Fundus showed retinal astrocytic hamartomas. This case is reported for unilaterality of congenital cataract on the same side of eyelid ash-leaf macule in tuberous sclerosis.
30157798	Toric IOL implantation in a patient with keratoconus and previous penetrating keratoplasty: a case report and review of literature.	BACKGROUND: Cataract surgery in patients with keratoconus with or without previous penetrating keratoplasty (PKP) can be demanding due to difficulties in selecting the intraocular lens (IOL) and predicting the refractive outcome. We report a case of cataract surgery in a patient with keratoconus and previous PKP in one eye. CASE PRESENTATION: A 71-year-old man with bilateral cataract and advanced bilateral keratoconus and previous PKP in the left eye. Preoperatively, best corrected visual acuity (BCVA) was 20/150, with - 5.75 sph - 9.75 cyl 72°, in the right eye and 20/40, with - 0.25 sph - 5.0 cyl 50°, in the left eye. The patient was subjected to phacoemulsification with implantation of a spherical IOL in the right eye and a toric IOL in the left eye. BCVA postoperatively was 20/80 with + 1.25 sph - 3 cyl 65° in the right eye and 20/25 with - 0.5 sph - 3.25 cyl 80° in the left eye. CONCLUSIONS: Correction of post-PKP astigmatism and cataract with phacoemulsification and implantation of a toric IOL can be an effective and safe choice. Predicting the refractive outcome in cataract surgery is difficult in patients with advanced keratoconus even when using non-toric IOLs, and the surgeon should be aware of different sources of biometric errors and the possible consequences.
30029635	Reversible cataract after exposure to distilled water: a case report.	BACKGROUND: To report a case of a reversible cataract after intracameral infusion of distilled water during full-thickness astigmatic keratotomy. CASE PRESENTATION: A 20-year-old male whose bilateral anterior chambers were exposed to distilled water during astigmatic keratotomy developed bilateral corneal edema, inflammation of the anterior chambers, and an anterior subcapsular cataract in the right eye. After 1 month of topical administration of 0.1% prednisolone acetate and 5% NaCl, the bilateral inflammation of the cornea and anterior chambers cleared; endothelial cell density decreased by 41.1% in the right eye and 12.7% in the left eye. The cataract in the right eye decreased centripetally. Small incision lenticule extraction surgery was performed at 2 months after the astigmatic keratotomy; the patient's uncorrected distance visual acuity 3 months later was 20/25 in both eyes. CONCLUSIONS: This case suggests that a cataract that develops as a result of instantaneous intracameral exposure to distilled water is reversible.
29970067	Femtosecond laser-assisted cataract surgery with implantation of a diffractive trifocal intraocular lens after laser in situ keratomileusis: a case report.	BACKGROUND: We report for the first time, a case of femtosecond laser-assisted cataract surgery (FLACS) with implantation of a diffractive trifocal intraocular lens (IOL) after laser in situ keratomileusis (LASIK). CASE PRESENTATION: A 60-year-old man underwent FLACS uneventfully 15 years after myopic LASIK. An AT Lisa tri 839MP IOL was implanted with the expectation of spectacle independence. The Haigis-L formula was chosen for calculation of the IOL power and it provided reliable results. Three months postoperatively, the uncorrected visual acuities were 0.00 logMAR for distance, 0.10 logMAR for intermediate, and 0.10 logMAR for near. CONCLUSIONS: This case suggested that FLACS presents a feasible surgical technique for post-LASIK eyes and that implantation of trifocal IOL can achieve good visual performance in strictly selected cases after myopic LASIK.
29549136	Sequential cataract surgeries in a patient with a left ventricular assist device (LVAD).	The population of patients on left ventricular assist devices (LVADs) has increased significantly since the 1990s, and with it, need for non-cardiac elective surgeries. Presence of an LVAD or heart failure, however, can cause physicians to perceive these patients to be at prohibitively high risk for elective surgery. Nevertheless, as one of the most common causes of poor vision in the elderly, cataracts can significantly limit improvements in quality of life that a patient may have otherwise gained from LVAD support. We describe the case of a 62-year-old man with an LVAD who underwent two uncomplicated sequential cataract surgeries following extensive cardiology evaluations and intraoperative monitoring by anaesthesia without intravenous sedation. The patient reported significant improvement in visual acuity and quality of life. Our case demonstrates the potential benefits of conducting cataract surgery relatively early in the disease course in patients with LVAD devices.
29450372	Penetrating corneal wound with traumatic cataract and intraocular foreign body-case report.	Open globe injuries complicated with the presence of an intraocular foreign body mostly affect young males and represent a vision threatening condition. We presented the case of a 48-year-old male who presented to our emergency service due to ocular pain and blurred vision in his right eye. A metallic foreign body situated between 1 and 12 o'clock, near the corneoscleral limbus, that perforated the cornea, the iris, the anterior capsule of the lens and the lens, was detected at the slit-lamp examination. We decided to immediately remove the foreign body that was approximately 20 mm long. The following day, traumatic cataract had already developed, so we performed cataract extraction. Despite the dimensions of the intraocular foreign body, the retina was attached and there were no sign of retinal tears or vitreous haemorrhage. The proper management in this case led to good results in spite of the dimensions of the intraocular foreign body. <b>Abbreviations:</b> IOFB = Intraocular Foreign Body, IOL = Intraocular Lens, PVR = Proliferative Vitreo-Retinopathy.
29049230	Goniosynechialysis combined with cataract extraction for iridoschisis: A case report.	RATIONALE: Iridoschisis is a rare eye disease. In this case report, we described the examination and diagnosis of a case of iridoschisis accompanied by secondary glaucoma. We also observed the effects of treating the patient with a combination of goniosynechialysis and cataract removal. PATIENT CONCERN: A 67-year-old female patient presented with decreased vision in both eyes. An eye examination indicated that visual acuities (VAs) were 20/100 and light perception in the right and left eyes, respectively. Both eyes exhibited shallow anterior chambers and narrow angles. The lower portion of the iris was loosened, and cable-like tissue was visible. The intraocular pressures in the right and left eyes were 22 mmHg and 58 mmHg, respectively. At the time of presentation, no medication was being used. DIAGNOSES: The patient was diagnosed with iridoschisis [oculus sinister (OU), indicates left eye], secondary glaucoma (OU), senile cataract (OU), and pterygium (oculus uterque, indicates both eyes). INTERVENTION: After relevant examinations were conducted, goniosynechialysis and phacoemulsification with intraocular lens implantation were performed on the right eye under local anesthesia. OUTCOMES: Two days after surgery, the right eye had VA of 20/40 and a transparent cornea. The anterior chamber was deeper, and intraocular pressure had decreased to 16 mmHg. Three months after surgery, the patient exhibited improved VA in the right eye and a lower IOP of 11 mmHg. LESSONS: Relative to other approaches, goniosynechialysis combined with cataract removal is a better treatment option for iridoschisis complicated with closed-angle glaucoma triggered by peripheral anterior synechiae.
29044088	Management of idiopathic intracranial hypertension in an infant with bilateral congenital cataract and associated comitant sensory esotropia.	In this report, we describe the management of a child with bilateral cataract, nystagmus, and comitant sensory esotropia. Routine ultrasonography done before cataract surgery revealed bilateral disc edema confirmed as idiopathic intracranial hypertension by a pediatric neurologist. The primary intervention for cataract surgery was followed by nonresolving papilledema, despite maximum medical therapy. To salvage the optic nerve function in a nonverbal child, bilateral optic nerve sheath decompression was planned with simultaneous medial rectus recessions for the persistent esotropia with the satisfactory postoperative outcome.
28974839	Phacoemulsification After Penetrating Keratoplasty Due War Injury at Young Adult.	INTRODUCTION: It is known that phacoemulsification of cataracts after penetrating keratoplasty there are always some difficulties and of course a higher rate of different intraoperative complications. Phacoemulsification after PK may cause significant endothelial injury and affect long term graft survival. AIM: The aim of this report is to describe one of these cases and the possible ways to manage them. CASE REPORT: We report a case o of a 31-year-old female patient, with a cataract on her left eye. She reported that when she was 10 years old, she was admitted to regional hospital in Bosnia and Herzegovina due perforative corneal war injury. At the age of 11 years at Germany on her left eye corneal transplantation was performed. She reported that she wasn't ever seeing quite good, due high myopia. Twenty years after war injury she was admitted to hospital. At that moment patient has been ophthalmologicaly examined (visual acuity testing, biomicroscopy, tonometry, ultrasound of both eyes with biometry and ophthalmoscopy). At the day of admission to the hospital on slit lamp we found occlusion of pupil and complicated cataract. Her only wish was to get operated due cosmetic reasons. Before surgery her visual acuity on her left eye was light perception. Thirty days after surgery her visual acuity was 0,1 without correction. CONCLUSION: It is concluded that cataract surgery in patients after keratoplasty is more complicated. Therefore, these patients should be managed with utmost care and operated by an experienced surgeon.
28905836	Rare ocular manifestations in keratosis follicularis (Darier-White disease).	Keratosis follicularis (Darier's disease) is a rare (1 in 30,000-100,000) genetic autosomal-dominant predominantly dermatological disorder characterized by hyperkeratosis and acantholysis due to a defective calcium transport in the cells. Ocular findings, if present, are very rare in this condition. Here, we are reporting a case of keratosis follicularis (Darier's disease) with ocular manifestations that have not been reported so far to the best of our knowledge.
28751510	Optimising the surgical outcome in a case of post-traumatic cataract using ultrasound biomicroscopy.	A 12-year-old boy was brought with the chief complaint of diminution of vision in his left eye for the past 1 month. History revealed a blunt trauma to his left eye with a wooden stick 6â€‰weeks ago.Visual acuity was 20/20 and hand movement close to face in right and left eye, respectively, without any relative afferent pupillarydefect. Slit-lamp examination showed a total cataractous lens with signs suggestive of suspected posterior capsular (PC) defect. The PC defect was screened initially using B-scan ultrasound of the posterior segment, followed by confirmation of the same using ultrasound biomicroscopy. Left eye lens aspiration along with limited anterior vitrectomy followed by placement of multipiece intraocular lens in the sulcus was performed. Best-corrected visual acuity at 6 months of follow-up was 20/20.
28746174	Traumatic cataract in patient with anterior megalophthalmos: Case report.	RATIONALE: Megalophthalmos anterior is a rare, bilateral, nonprogressive, hereditary, congenital disorder, characterized by the enlargement of all anterior segment structures of the eye, with megalocornea, iris atrophy, and zonular abnormalities commonly found. Usually almost asymptomatic in young patients, with most complaints concerning blurred vision due to the common corneal astigmatism, it might in time lead to several complications including premature cataract formation and pigmentary glaucoma. PATIENT CONCERNS: This review presents the case of a 47-year old patient referred to our clinic for traumatic cataract surgery, with striking bilateral megalocornea, somehow overlooked during previous ophthalmic examinations in his local outpatient clinic. DIAGNOSIS: We noticed markedly enlarged corneas and deepened anterior chambers of his both eyes, accompanied by intumescent, white cataract of the right eye, and incipient cortical cataract of the left eye. Best corrected visual acuity (BCVA) was counting fingers in the right eye and 20/25 in the left eye. Additional examination revealed multiple abnormalities of the anterior segment, leading to the diagnosis of anterior megalophthalmos. It is astounding the patient remained undiagnosed during previous examinations, with his megalocornea and remarkably deep anterior chamber so apparent. INTERVENTIONS AND OUTCOMES: We performed standard phacoemulsification procedure, with 3 piece posterior chamber intraocular lens (PCIOL) implantation into the lens capsule. The surgery was uneventful, with postoperative BCVA of 20/20 in the right eye, and no dislocation of the lens in 9-month observation period. LESSONS: Complicated cataract in patients with anterior megalophthalmos can be successfully treated with standard phacoemulsification procedure followed by the bag PCIOL implantation.Care needs to be taken during cataract surgery in these patients, as zonular abnormalities and lens enlargement are common, resulting in increased rate of intra- and postoperative complications. As patients with anterior megalophthalmos require a more careful follow-up.
28723783	Novel surgical management of cyclodialysis cleft via anterior chamber perfusion: Case report.	RATIONALE: Cyclodialysis cleft is a relatively rare but severe condition with persistent ocular hypotony, which can cause morphologic changes and visual loss. Here we report a case of a traumatic cyclodialysis cleft that was successfully managed with direct cyclopexy via anterior chamber perfusion. During the operation, if there is aqueous humor flowing out of the deep scleral incision, the cleft is not closed, and surgery should continue until there is no aqueous outflow. PATIENT CONCERNS: A 66-year-old man was treated for severe blunt ocular trauma of the left eye and a resultant cyclodialysis cleft, lens subluxation, choroidal detachment and a cataract. His intraocular pressure was 6 mm Hg, he presented with a shallow anterior chamber, phacodonesis, iridodonesis, 360° ciliary body detachment, and a suspicious cyclodialysis cleft in the 5 to 8 o'clock position. DIAGNOSES:: ocular blunt trauma (left eye), cyclodialysis cleft (left eye), lens subluxation (left eye), choroidal detachment (left eye), cataract (both eyes). INTERVENTIONS: The cataract was extracted by phacoemulsification and a posterior chamber intraocular lens was implanted with 2 capsular tension rings, one in the lens bag and the other in the ciliary sulcus. Throughout the following month, intraocular pressure fluctuated between 4 and 6 mm Hg and the ciliary body failed to reattach. A cyclopexy via anterior chamber perfusion was thus deemed necessary and performed. OUTCOMES: After cyclopexy, intraocular pressure increased to 27 mm Hg and decreased to 16 mm Hg after brinzolamide eye drops treatment twice daily for 4 days. Subsequently intraocular pressure stabilized between 10 to 21mm Hg. Complete closure of the cyclodialysis cleft was confirmed with ultrasound biomicroscopy. LESSONS: Cyclopexy via anterior chamber perfusion for patients with cyclodialysis cleft is a simple, safe, and efficient technique that ensures a successful surgery.
28399936	Transient bilateral cataract during intensive glucose control: a case report.	BACKGROUND: Cataracts are generally known to occur in hyperglycemic conditions in diabetic patients. In this case, cataract occurred in the course of glucose level control in a patient who had been in a hyperglycemic state. CASE PRESENTATION: A 42-year-old Korean man who had uncontrolled diabetes for more than a year presented with bilateral posterior subcapsular cataracts, which developed within days of initiating antihyperglycemic therapy. With control of his serum glucose level for several weeks, the cataracts regressed. CONCLUSIONS: Transient cataracts can develop during the hypoglycemic state; prompt surgery should be deferred.
28288588	Siderotic cataract with no signs of intraocular foreign body.	BACKGROUND: Ocular siderosis is a clinical condition induced by deposition of an iron-containing intraocular foreign body. We report a unique case of histopathologically proven lens siderosis in a young woman with a preceding history of trauma but no signs of retained intraocular foreign body. CASE PRESENTATION: A 32-year-old woman presented with an opacified lens showing brownish deposits on the anterior capsule and underwent cataract surgery. Preoperative ophthalmic examination did not show any retained intraocular foreign body. Histopathologic staining of the anterior capsule confirmed the presence of iron deposits and macrophages. Electroretinography examination performed in the postoperative period showed the changes characteristic of retinal degeneration in ocular siderosis. CONCLUSION: This case illustrates the importance of close monitoring of patients with a history of trauma or previous penetrating injury to the eye, even if there is no intraocular foreign body, because they might develop ocular siderosis at a later stage. This case report underscores the importance of electroretinography and histopathologic analysis, in addition to ophthalmic examination, in the diagnosis of ocular siderosis.
27881591	Vernal keratoconjunctivitis: culmination of management using immunosuppression, surgical and prosthetic therapy over quarter century.	A 22-year-old male patient presented in 1988 with active vernal keratoconjunctivitis. He was treated with topical mast cell stabilisers and corticosteroids. Chronic inflammation despite topical treatment necessitated oral immunosuppressants. Active disease came under control with this; however, the patient gradually developed limbal stem cell deficiency. He underwent bilateral pannus resection with amniotic membrane transplantation that resulted in improved ocular surface. In 2007, patient was found to have significant bilateral posterior subcapsular cataracts and underwent bilateral cataract surgery with intraocular lens implantation with good visual outcome. In 2016, he was provided with scleral lens prosthetic device, which further improved vision. At last follow-up, more than 25 years after his initial visit, his visual acuity was 20/25 in both eyes with a stable surface. With a comprehensive approach using immunosuppression, surgical therapy and scleral lens prosthetic device, chronic vernal keratoconjunctivitis can be well managed as illustrated in this case.
